ID;Age;Income;DaysWithoutFrequency;LifetimeValue;NumberOfFrequencies;AttendedClasses;AllowedWeeklyVisitsBySLA;AllowedNumberOfVisitsBySLA;RealNumberOfVisits;NumberOfRenewals;NumberOfReferences;LastPeriodDuration;Recency;EnrollmentDuration_semesters;Monetary;Frequency;Gender;UseByTime;AthleticsActivities;WaterActivities;FitnessActivities;DanceActivities;TeamActivities;RacketActivities;CombatActivities;NatureActivities;SpecialActivities;OtherActivities;HasReferences;Dropout;R_Score;F_Score;M_Score;RFM_Segment;RFM_Score;RFM_Score_Labels
19341;9;0.0;19;409.1;78.0;43;4.0;34.84;8;0;0;364;499;1.67;244.97005988023955;46.706586826347305;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;5;5;455;14;High Value
19342;20;1050.0;54;80.85;4.0;0;7.0;60.97;1;0;0;181;1298;0.67;120.67164179104476;5.970149253731343;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;2;2;3;223;7;Low Value
19343;41;4420.0;34;443.0;47.0;41;1.0;8.71;6;1;0;364;148;3.83;115.66579634464752;12.27154046997389;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;3;3;433;10;Medium Value
19344;21;1110.0;3;727.5;9.0;0;7.0;60.97;1;5;0;364;3;10.5;69.28571428571429;0.8571428571428571;1;0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;1;1;511;7;Low Value
19345;18;1190.0;44;79.9;6.0;0;7.0;59.99;7;0;0;183;398;0.33;242.12121212121212;18.18181818181818;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;4;5;445;13;High Value
19346;14;0.0;42;302.4;32.0;28;2.0;17.42;1;0;0;180;583;1.33;227.36842105263156;24.06015037593985;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;3;4;5;345;12;High Value
19347;5;0.0;6;606.6;73.0;70;4.0;34.84;15;2;0;183;6;2.67;227.19101123595507;27.340823970037455;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;5;5;555;15;High Value
19348;22;2590.0;44;86.1;35.0;0;7.0;60.97;14;0;0;364;706;0.67;128.50746268656715;52.23880597014925;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;3;5;3;353;11;Medium Value
19349;46;4450.0;74;261.6;98.0;0;7.0;30.03;22;2;0;180;867;2.0;130.8;49.0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;3;5;3;353;11;Medium Value
19350;29;3040.0;281;95.2;11.0;0;7.0;28.98;4;1;0;183;1787;1.83;52.021857923497265;6.0109289617486334;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;2;1;121;4;Low Value
19351;38;2560.0;36;86.6;16.0;0;7.0;60.97;6;0;0;181;1280;0.67;129.25373134328356;23.88059701492537;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2;4;3;243;9;Medium Value
19352;4;0.0;56;98.6;2.0;1;2.0;17.42;1;0;0;183;1113;0.67;147.1641791044776;2.9850746268656714;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2;1;4;214;7;Low Value
19353;22;2250.0;11;1184.7;575.0;0;7.0;21.98;15;5;0;180;272;7.5;157.96;76.66666666666667;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;4;5;4;454;13;High Value
19354;4;0.0;123;225.2;11.0;11;1.0;8.71;0;1;0;364;1629;1.83;123.06010928961747;6.0109289617486334;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;1;2;3;123;6;Low Value
19355;26;2740.0;32;193.4;29.0;0;7.0;60.97;10;0;0;364;489;0.83;233.0120481927711;34.93975903614458;0;0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;4;5;5;455;14;High Value
19356;31;3010.0;42;55.0;9.0;0;7.0;60.97;9;0;0;365;1438;0.5;110.0;18.0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;4;2;142;7;Low Value
19357;22;2100.0;288;590.07;48.0;0;7.0;60.97;0;4;0;364;1081;6.0;98.34500000000001;8.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;2;2;2;222;6;Low Value
19358;28;2430.0;33;480.2;74.0;33;7.0;60.97;7;2;0;365;1220;3.17;151.4826498422713;23.34384858044164;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2;4;4;244;10;Medium Value
19359;31;2640.0;30;529.85;40.0;0;7.0;60.97;9;1;0;183;30;2.17;244.17050691244242;18.433179723502306;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0;5;4;5;545;14;High Value
19360;69;3170.0;68;203.6;9.0;4;2.0;17.42;0;0;0;180;974;1.33;153.08270676691728;6.7669172932330826;1;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2;2;4;224;8;Medium Value
19361;24;2290.0;28;705.2;235.0;0;7.0;30.03;2;1;0;180;932;3.5;201.4857142857143;67.14285714285714;1;0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;3;5;5;355;13;High Value
19362;56;6340.0;86;275.05;15.0;0;7.0;62.02;0;1;0;365;1426;3.0;91.68333333333334;5.0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;2;112;4;Low Value
19363;21;1780.0;24;83.2;26.0;0;7.0;30.03;3;2;0;180;934;2.33;35.708154506437765;11.158798283261802;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;3;3;1;331;7;Low Value
19364;24;1480.0;39;169.9;35.0;0;7.0;60.97;5;0;0;180;181;1.17;145.21367521367523;29.914529914529915;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;5;4;454;13;High Value
19365;19;1880.0;46;59.5;3.0;0;7.0;58.03;3;0;0;180;219;0.33;180.30303030303028;9.09090909090909;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;2;4;424;10;Medium Value
19366;27;2960.0;1;448.2;122.0;45;7.0;60.97;17;4;0;364;458;6.83;65.62225475841873;17.86237188872621;1;1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;4;1;441;9;Medium Value
19367;22;1980.0;0;83.6;34.0;0;7.0;30.03;14;0;0;180;924;1.17;71.45299145299145;29.059829059829063;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;3;5;1;351;9;Medium Value
19368;3;0.0;38;801.69;31.0;24;2.0;17.42;2;1;0;364;495;3.83;209.31853785900785;8.093994778067884;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;2;5;425;11;Medium Value
19369;14;0.0;24;939.5;13.0;13;4.0;35.44;0;5;0;183;24;9.5;98.89473684210526;1.368421052631579;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;1;2;512;8;Medium Value
19370;23;2270.0;58;53.6;4.0;0;7.0;60.97;1;0;0;365;1268;0.67;80.0;5.970149253731343;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2;2;2;222;6;Low Value
19371;21;990.0;145;144.45;28.0;0;7.0;28.98;4;1;0;180;1651;2.0;72.225;14.0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;3;1;131;5;Low Value
19372;59;6630.0;67;624.2;309.0;0;7.0;60.97;15;3;0;180;159;4.67;133.66167023554604;66.16702355460386;1;1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;5;3;453;12;High Value
19373;22;1890.0;3;200.5;50.0;0;7.0;60.97;15;0;0;365;1190;1.5;133.66666666666666;33.333333333333336;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;2;5;3;253;10;Medium Value
19375;23;2176.851112764662;53;129.6;23.0;0;7.0;60.97;1;1;0;183;1479;1.67;77.60479041916167;13.77245508982036;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;3;2;132;6;Low Value
19376;36;2170.0;425;140.4;2.0;0;7.0;60.97;0;2;0;364;902;2.67;52.58426966292135;0.7490636704119851;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;3;1;1;311;5;Low Value
19377;23;1970.0;74;43.6;6.0;0;7.0;28.98;6;1;0;364;1580;0.5;87.2;12.0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;3;2;132;6;Low Value
19378;28;2160.0;46;71.0;10.0;0;7.0;59.01;10;0;0;180;646;0.5;142.0;20.0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;3;4;3;343;10;Medium Value
19380;21;960.0;290;85.9;4.0;0;7.0;24.01;0;1;0;183;290;2.0;42.95;2.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0;4;1;1;411;6;Low Value
19381;27;2310.0;7;246.7;24.0;0;7.0;17.01;3;1;0;183;7;1.67;147.7245508982036;14.371257485029941;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0;5;3;4;534;12;High Value
19382;1;0.0;12;420.4;26.0;26;2.0;17.42;5;1;0;180;12;2.0;210.2;13.0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;3;5;535;13;High Value
19383;22;1400.0;135;61.6;17.0;0;7.0;28.98;9;1;0;180;1641;1.17;52.649572649572654;14.529914529914532;1;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;3;1;131;5;Low Value
19384;7;0.0;1;1552.7;190.0;98;4.0;34.84;13;4;0;183;1;6.67;232.78860569715144;28.48575712143928;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;5;5;555;15;High Value
19385;23;2150.0;1;120.7;39.0;3;7.0;60.97;12;1;0;180;1;1.5;80.46666666666667;26.0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;5;2;552;12;High Value
19386;22;1500.0;13;96.2;35.0;0;7.0;39.97;16;0;0;180;155;0.67;143.5820895522388;52.23880597014925;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;5;3;453;12;High Value
19387;19;1870.0;103;96.4;1.0;0;7.0;60.97;0;0;0;364;393;0.67;143.88059701492537;1.4925373134328357;1;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;1;3;413;8;Medium Value
19388;55;6410.0;0;180.2;54.0;4;7.0;62.02;8;1;1;183;0;1.33;135.48872180451127;40.6015037593985;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;5;5;3;553;13;High Value
19389;38;2940.0;0;423.2;188.0;0;7.0;52.01;14;2;0;183;0;3.5;120.91428571428571;53.714285714285715;1;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;5;3;553;13;High Value
19390;19;1780.0;60;113.6;4.0;0;7.0;60.97;1;0;0;365;1456;0.67;169.55223880597012;5.970149253731343;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;1;2;4;124;7;Low Value
19391;20;1440.0;128;37.6;4.0;0;7.0;28.98;4;1;0;180;1634;0.83;45.30120481927711;4.819277108433735;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;111;3;Low Value
19392;40;5240.0;292;342.5;20.0;0;7.0;60.97;8;4;0;183;384;9.5;36.05263157894737;2.1052631578947367;0;1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;1;1;411;6;Low Value
19393;6;0.0;8;726.2;69.0;66;2.0;17.42;11;2;0;183;8;4.33;167.71362586605082;15.935334872979215;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;4;4;544;13;High Value
19394;37;5340.0;3;370.2;49.0;13;2.0;17.42;10;1;0;183;3;1.67;221.67664670658684;29.34131736526946;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;5;5;555;15;High Value
19395;23;2310.0;38;53.6;9.0;0;7.0;60.97;10;0;0;364;700;0.5;107.2;18.0;1;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;3;4;2;342;9;Medium Value
19396;38;2170.0;69;309.6;39.0;0;7.0;60.97;10;2;0;364;862;2.17;142.67281105990784;17.972350230414747;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1;3;4;3;343;10;Medium Value
19397;10;0.0;6;1081.25;47.0;46;2.0;12.58;3;4;0;183;6;7.17;150.80195258019526;6.5550906555090656;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;2;4;524;11;Medium Value
19398;48;4820.0;21;82.4;6.0;0;7.0;59.01;4;0;0;180;593;0.5;164.8;12.0;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1;3;3;4;334;10;Medium Value
19399;17;1080.0;52;262.6;33.0;0;7.0;60.97;2;0;0;181;1326;1.0;262.6;33.0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2;5;5;255;12;High Value
19400;38;2910.0;25;306.1;44.0;42;2.0;17.42;8;2;0;365;1211;1.67;183.2934131736527;26.347305389221557;0;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1;2;5;5;255;12;High Value
19402;19;1630.0;169;188.6;12.0;10;2.0;17.42;0;1;0;364;1675;1.33;141.80451127819546;9.022556390977444;0;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1;1;2;3;123;6;Low Value
19403;25;2110.0;40;172.5;12.0;0;7.0;59.99;2;0;0;181;1374;0.83;207.83132530120483;14.457831325301205;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;1;3;5;135;9;Medium Value
19404;14;0.0;33;106.5;3.0;0;7.0;49.0;3;0;0;183;705;0.5;213.0;6.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;3;2;5;325;10;Medium Value
19405;9;0.0;116;293.2;3.0;3;1.0;8.71;0;1;1;364;1622;2.0;146.6;1.5;0;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1;1;1;4;114;6;Low Value
19406;25;2000.0;12;269.3;46.0;0;7.0;24.99;4;0;0;364;126;1.67;161.25748502994014;27.54491017964072;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;5;5;4;554;14;High Value
19407;53;6520.0;43;100.2;12.0;0;7.0;62.02;4;1;0;183;94;0.67;149.55223880597015;17.91044776119403;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;5;4;4;544;13;High Value
19408;68;7120.0;50;209.1;28.0;28;2.0;17.42;18;1;0;364;1556;1.0;209.1;28.0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1;1;5;5;155;11;Medium Value
19409;21;1320.0;36;96.0;24.0;0;7.0;14.0;8;0;0;183;829;1.0;96.0;24.0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;3;4;2;342;9;Medium Value
19410;22;2380.0;169;71.6;26.0;0;7.0;28.98;1;1;0;180;1675;1.5;47.73333333333333;17.333333333333332;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;4;1;141;6;Low Value
19411;36;3820.0;0;126.2;15.0;1;7.0;59.99;17;1;0;183;0;1.0;126.2;15.0;1;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;3;3;533;11;Medium Value
19412;33;2260.0;41;442.0;81.0;1;7.0;62.02;8;2;0;183;92;4.17;105.99520383693046;19.424460431654676;1;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;5;4;2;542;11;Medium Value
19413;51;3790.0;43;1260.6;272.0;0;7.0;62.02;3;4;0;183;94;8.0;157.575;34.0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1;5;5;4;554;14;High Value
19414;70;3210.0;31;949.27;208.0;0;7.0;41.02;4;4;0;183;49;8.0;118.65875;26.0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;5;5;3;553;13;High Value
19415;20;1760.0;296;71.2;17.0;0;7.0;28.98;6;1;0;183;1802;2.0;35.6;8.5;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;2;1;121;4;Low Value
19416;19;900.0;40;81.6;12.0;0;7.0;60.97;10;1;0;183;763;0.67;121.79104477611939;17.91044776119403;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;3;4;3;343;10;Medium Value
19417;25;1780.0;3;720.8;115.0;115;1.0;8.71;8;3;0;183;3;6.33;113.87045813586097;18.167456556082147;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;4;3;543;12;High Value
19418;17;1320.0;32;85.6;27.0;0;7.0;67.97;12;0;0;365;1219;0.5;171.2;54.0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2;5;4;254;11;Medium Value
19419;23;2000.0;8;851.7;114.0;0;7.0;56.0;4;3;0;364;122;7.5;113.56;15.2;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;5;3;3;533;11;Medium Value
19420;77;4770.0;187;201.1;42.0;0;7.0;62.02;8;2;0;364;644;2.0;100.55;21.0;1;1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;3;4;2;342;9;Medium Value
19421;19;1470.0;105;143.6;29.0;0;7.0;28.98;6;1;0;180;1611;1.33;107.96992481203006;21.804511278195488;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;4;2;142;7;Low Value
19422;22;1670.0;277;171.8;41.0;0;7.0;60.97;3;3;0;183;1099;5.0;34.36;8.2;1;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;2;2;1;221;5;Low Value
19423;62;4620.0;2;1288.4;331.0;0;7.0;60.97;23;3;0;183;2;6.33;203.53870458135862;52.29067930489732;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;5;5;555;15;High Value
19424;19;2350.0;272;80.2;7.0;0;7.0;62.02;3;1;0;364;1778;1.83;43.82513661202186;3.8251366120218577;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;111;3;Low Value
19425;31;1660.0;25;143.5;69.0;0;7.0;41.02;5;1;0;183;43;1.5;95.66666666666667;46.0;1;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;5;5;2;552;12;High Value
19426;40;3530.0;6;298.7;36.0;32;2.0;17.42;7;2;0;365;1192;2.33;128.19742489270385;15.450643776824034;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1;2;3;3;233;8;Medium Value
19427;18;1100.0;1;50.0;5.0;0;7.0;30.03;5;0;0;183;1063;0.33;151.5151515151515;15.15151515151515;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2;3;4;234;9;Medium Value
19428;25;1930.0;398;243.6;7.0;0;7.0;31.99;0;3;0;183;752;5.17;47.11798839458414;1.3539651837524178;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;3;1;1;311;5;Low Value
19429;34;3090.0;76;113.0;8.0;0;7.0;60.97;0;0;0;183;1116;0.67;168.65671641791045;11.940298507462686;1;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2;3;4;234;9;Medium Value
19430;29;1800.0;12;103.6;13.0;0;7.0;60.97;8;0;0;365;1199;0.5;207.2;26.0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2;5;5;255;12;High Value
19431;19;1070.0;244;166.7;33.0;0;7.0;30.03;3;1;0;183;1066;3.83;43.52480417754569;8.616187989556135;1;1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2;2;1;221;5;Low Value
19432;9;0.0;7;300.4;31.0;35;2.0;17.42;9;0;0;180;149;1.67;179.88023952095807;18.562874251497007;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;4;4;444;12;High Value
19433;22;1630.0;50;201.8;67.0;0;7.0;62.02;5;1;0;365;1415;2.5;80.72;26.8;1;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;5;2;152;8;Medium Value
19434;38;4440.0;0;996.5;153.0;1;7.0;4.97;0;4;0;183;0;8.0;124.5625;19.125;1;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;5;4;3;543;12;High Value
19435;30;3210.0;240;91.1;6.0;6;2.0;16.86;0;1;0;180;1746;1.5;60.73333333333333;4.0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;111;3;Low Value
19436;23;1500.0;37;203.6;21.0;0;7.0;67.97;4;0;0;365;1224;1.17;174.01709401709402;17.94871794871795;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2;4;4;244;10;Medium Value
19437;3;0.0;31;532.2;40.0;39;2.0;17.42;3;2;0;364;488;3.17;167.8864353312303;12.618296529968454;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;3;4;434;11;Medium Value
19438;10;0.0;0;405.7;73.0;37;6.0;41.16;21;1;0;183;0;1.83;221.69398907103823;39.89071038251366;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;5;5;555;15;High Value
19439;42;3420.0;1;445.0;78.0;1;7.0;62.02;2;5;0;183;1;9.5;46.8421052631579;8.210526315789474;1;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;2;1;521;8;Medium Value
19440;24;2000.0;7;78.5;27.0;0;7.0;60.97;18;0;0;181;1225;1.33;59.02255639097744;20.30075187969925;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2;4;1;241;7;Low Value
19441;44;3570.0;62;318.2;75.0;0;7.0;60.97;21;1;0;364;1568;1.67;190.53892215568862;44.91017964071857;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;5;5;155;11;Medium Value
19442;21;1890.0;7;206.5;86.0;0;7.0;21.98;8;1;0;183;7;2.0;103.25;43.0;1;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;5;2;552;12;High Value
19443;23;1520.0;50;58.0;11.0;0;7.0;60.97;3;0;0;365;1260;0.67;86.56716417910447;16.417910447761194;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2;4;2;242;8;Medium Value
19444;25;1490.0;39;85.7;9.0;0;7.0;60.97;7;0;0;364;153;1.17;73.24786324786325;7.6923076923076925;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;2;2;422;8;Medium Value
19445;23;1610.0;104;273.4;24.0;0;7.0;30.03;2;2;0;180;926;5.67;48.21869488536155;4.232804232804233;0;1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;3;1;1;311;5;Low Value
19446;51;5610.0;0;1011.35;90.0;0;7.0;21.0;3;3;0;183;0;5.67;178.36860670194005;15.873015873015873;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0;5;4;4;544;13;High Value
19447;29;2250.0;7;158.6;19.0;0;7.0;30.03;4;0;0;180;938;0.67;236.71641791044775;28.35820895522388;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;3;5;5;355;13;High Value
19448;3;0.0;38;311.6;15.0;15;2.0;17.42;3;0;0;364;831;1.33;234.28571428571428;11.278195488721805;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;3;3;5;335;11;Medium Value
19449;3;0.0;5;1414.25;72.0;61;2.0;14.86;6;4;0;183;5;6.5;217.57692307692307;11.076923076923077;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;3;5;535;13;High Value
19450;20;1370.0;268;190.7;4.0;4;4.0;34.84;0;1;0;183;268;1.83;104.20765027322403;2.1857923497267757;0;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0;4;1;2;412;7;Low Value
19451;20;2170.0;128;135.2;11.0;0;7.0;28.98;3;1;0;180;1634;1.83;73.87978142076501;6.0109289617486334;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;2;2;122;5;Low Value
19452;22;1450.0;2;213.6;27.0;25;2.0;17.42;8;1;0;180;2;2.17;98.4331797235023;12.442396313364055;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;3;2;532;10;Medium Value
19453;22;2550.0;38;75.6;16.0;0;7.0;59.01;8;0;0;181;1372;0.83;91.08433734939759;19.27710843373494;0;0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;4;2;142;7;Low Value
19454;74;6020.0;316;43.2;8.0;0;7.0;60.97;0;1;0;364;1822;2.0;21.6;4.0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;111;3;Low Value
